Tradícionális	0.005880730643791193
Bradányi Iván	0.005599265231429942
Orbán Tamás	0.00509728375739132
Ismeretlen, Nem Védett Szerző	0.003146299097802851
Szenes Iván	0.0023849503431047072
Valla Attila	0.002362222927572282
Vándor Kálmán	0.0023569569498114425
S. Nagy István	0.0022165169543342145
G. Dénes György	0.0021537976110686955
Miklós Tibor	0.0018939325554291806
Szabó Ágnes	0.001573949740274218
József Attila	0.0015379397570497724
Horváth Attila	0.0014640330985262603
S Nagy István	0.001457911035956355
Szabó Zoltán	0.0013688164480155952
Tardos Péter	0.0013556976974936584
Nagy László	0.0012719604114834325
Koltay Gergely	0.0012435559985416098
Nagy István S	0.00117815210771188
Gryllus Dániel	0.0010843519956089571
Major Eszter	0.0010794083361068045
Bródy János	0.0010683610160144804
Sipos Péter	0.0010597204785233955
Radványi Balázs	0.0010583048162734585
Weöres Sándor	0.0010395688997213454
Sipos Tamás	0.0010050486729688952
Geszti Péter	0.0010032998172654459
Rákosi János	0.0009777254120245562
Földes László	0.0009645566383809989
Soltész Rezső	0.0009601933918049759
Sztevanovity Dusán	0.0009409785916501887
G Dénes György	0.0009322306871564241
Komár László	0.0009140563842180618
Varga Zoltán	0.0008844414738281713
Csajtay Csaba	0.000880691061504633
Gém Dénes György	0.0008641425691361536
Molnár Gábor	0.0008585942823303712
Vécsey Ernő	0.0008525122507844428
Reményi Gyenes István	0.0008121590154846281
Baranyai Dániel	0.0008075185697801742
Petőfi Sándor	0.0007878850619732074
Nagy Ferenc	0.0007818986692040492
Fülöp Kálmán	0.000781035333147801
Arany János	0.0007704539821788032
Gryllus Vilmos	0.0007661054636460616
Hatvani Emese	0.0007660578225029711
Ifj. Kalmár Tibor	0.0007594369521956102
Czutor Zoltán	0.0007450490349486817
Presser Gábor	0.0007235382307237549
Jenei Szilveszter	0.0007226309088481967
Duba Gábor	0.0007190693995222433
Népdal Átdolgozás	0.0007120866711659813
Rakonczai Viktor	0.0007006716917130868
Harmath Imre	0.000695004543813096
Müller Péter Sziámi	0.0006907453071533555
Horváth Gyula Z	0.0006857989270270458
Homonnay Zsolt	0.0006847171205016806
Falusi Mariann	0.0006815468940218437
Lang Györgyi	0.0006815468940218437
Somogyvári Dániel	0.0006767974962729519
Novai Gábor	0.0006734984943418798
Szerdahelyi János	0.0006728318660799853
Németh Judit	0.0006688619150072013
Burai Krisztián	0.0006593847912414044
Kalmár Tibor	0.0006587644867797686
Ady Endre	0.0006583353517905337
Koller László	0.0006567644118844391
Nagy Feró	0.00065480082770027
Tabár István	0.0006492171716800162
Dósa Richárd	0.0006474469982807564
Jakab György	0.000645333799473572
Dandó Zoltán	0.0006324640794894933
Heilig Gábor	0.0006319954191023317
Joós István	0.0006309647292186642
Demjén Ferenc	0.0006226071208757159
Császár Előd	0.0006130426823811635
Hoffmann Ödön	0.0006129415807100445
Trunkos András	0.0006117363816285344
Wolf Péter	0.0006105478458027384
Harmath Szabolcs	0.0006076739188390463
Nagy Dávid	0.0006065523389988147
Kotsy Krisztina	0.0006033935543069915
Fehér Attila	0.0006012931526726009
Karácson Tamás	0.0005935416268921843
Hauber Zsolt	0.000590852648331508
Kovács Ákos	0.000590366983260255
Tolcsvay Nagy László	0.0005892817432698367
Johnny K. Palmer	0.0005806656302042077
Ozsváth Gergely	0.0005803285730874403
Müller Péter Iván	0.0005754806999903823
Szántó Ferenc	0.0005751428435271229
Buday Dénes	0.0005728197658001603
Barbaró Attila	0.0005727763721970446
Deák Bill Gyula	0.0005688996998867099
Balázs Gyula	0.0005677977572998342
Szabó Sándor	0.0005670697549923088
Szécsi Pál	0.0005659992252002617
Horváth Jenő	0.0005656162056179102
Nyári Roland	0.000564493034137631
Nagy Ferenc B	0.0005642386326312359
